x,y,label
0.57587,-0.34359,1.00000
-0.09308,0.45168,1.00000
-0.72430,0.04433,0.00000
0.46889,-0.37093,1.00000
0.26307,-0.35814,0.00000
-0.46942,-0.43838,1.00000
-0.95770,0.00066,1.00000
0.41204,-0.27423,0.00000
-0.37996,0.77841,1.00000
-0.46452,0.04986,1.00000
0.19684,0.82209,1.00000
-0.16408,-0.86248,0.00000
-0.55310,0.70448,1.00000
-0.35545,0.82494,1.00000
-0.50671,0.46317,0.00000
0.30547,0.13783,1.00000
-0.74190,-0.11056,0.00000
0.59632,0.42154,1.00000
0.25935,0.03519,1.00000
-0.15339,0.45253,1.00000
0.75120,-0.45889,0.00000
-0.07993,-0.87154,0.00000
0.91904,-0.21828,0.00000
-0.21934,-0.62039,1.00000
-0.42731,0.47539,0.00000
0.10028,0.59948,0.00000
0.62257,0.45101,1.00000
0.09092,0.81248,1.00000
-0.72981,-0.19807,0.00000
-0.19611,0.60329,0.00000
0.45489,-0.76950,0.00000
-0.71370,0.03830,0.00000
0.56836,0.57789,1.00000
0.34931,0.69885,1.00000
-0.73261,-0.10797,0.00000
0.45054,0.63747,1.00000
-0.25015,0.81938,1.00000
-0.69127,0.17730,0.00000
0.37497,0.52506,0.00000
-0.23006,-0.28177,0.00000
0.62050,-0.41125,1.00000
0.20971,0.19722,1.00000
0.67372,-0.04635,1.00000
-0.48362,0.70236,1.00000
-0.76333,0.39975,1.00000
-0.42993,0.75426,1.00000
0.15632,-0.23135,1.00000
-0.75457,0.02482,0.00000
0.27241,-0.15841,1.00000
-0.79915,-0.05547,0.00000
-0.16743,-0.56910,1.00000
0.09842,-0.81278,0.00000
-0.05108,0.80691,1.00000
0.03902,-0.19507,1.00000
-0.37809,0.30152,1.00000
0.73907,-0.27517,1.00000
-0.13698,0.86694,1.00000
-0.16807,-0.57280,1.00000
0.14244,0.61096,0.00000
-0.34023,0.65651,0.00000
-0.53330,-0.61274,0.00000
0.53352,0.00645,0.00000
-0.35748,-0.11214,0.00000
0.49111,-0.26590,0.00000
-0.98827,0.08605,1.00000
0.35054,-0.58424,1.00000
0.29655,-0.33505,0.00000
-0.87203,0.06480,1.00000
-0.50572,0.62183,1.00000
-0.61051,-0.46614,0.00000
0.69106,-0.11437,1.00000
0.32942,0.55491,0.00000
0.27498,0.07235,1.00000
0.18857,0.06146,0.00000
-0.61131,0.28949,0.00000
0.85570,-0.33759,0.00000
0.66828,-0.63551,0.00000
-0.19989,-0.28380,0.00000
0.18685,0.52898,0.00000
-0.25856,0.31613,1.00000
-0.40832,-0.40019,1.00000
0.84461,-0.39316,0.00000
-0.84647,0.23459,1.00000
-0.31197,0.32388,1.00000
0.45899,0.34774,0.00000
0.23981,0.34334,1.00000
0.27486,0.56634,0.00000
0.59579,0.49809,1.00000
0.23575,0.28557,1.00000
-0.18749,-0.18414,0.00000
0.61283,-0.60703,0.00000
0.84404,-0.43862,0.00000
-0.63828,0.58055,1.00000
-0.08724,-0.87971,0.00000
-0.13458,-0.10044,1.00000
-0.09502,0.18690,0.00000
0.57609,-0.59630,0.00000
0.35753,0.48377,0.00000
-0.13005,-0.79977,0.00000
-0.31787,0.57363,0.00000
-0.51163,-0.62560,0.00000
-0.56711,0.61203,1.00000
-0.60891,0.62268,1.00000
-0.92807,-0.01602,1.00000
0.30179,0.49852,0.00000
-0.14280,0.60705,0.00000
0.27757,0.04927,1.00000
-0.77811,0.36894,1.00000
-0.93101,0.07972,1.00000
0.59998,-0.70022,0.00000
-0.36113,-0.06606,0.00000
0.80074,-0.45326,0.00000
-0.49966,-0.64573,0.00000
0.36138,-0.78237,0.00000
-0.28771,-0.47610,1.00000
-0.42333,0.22776,1.00000
0.77654,-0.38933,0.00000
0.31275,0.44082,0.00000
0.38510,-0.27688,0.00000
-0.16302,-0.76436,0.00000
0.43698,-0.47867,1.00000
-0.55225,-0.53714,0.00000
0.59945,0.02059,0.00000
-0.14187,-0.56502,1.00000
-0.36473,0.56688,0.00000
0.53052,0.22209,0.00000
-0.29836,-0.06124,0.00000
-0.24490,-0.57250,1.00000
-0.26585,0.38858,1.00000
-0.24012,-0.21262,0.00000
0.08120,-0.84732,0.00000
-0.19012,0.64732,0.00000
0.47408,-0.39629,1.00000
0.22304,-0.23693,1.00000
-0.41303,-0.73080,0.00000
-0.23610,-0.31564,0.00000
0.61784,-0.58566,0.00000
0.82811,-0.47236,0.00000
0.56470,-0.67672,0.00000
-0.45567,0.53290,0.00000
-0.42406,-0.68157,0.00000
-0.07933,0.59708,0.00000
-0.75307,0.46545,1.00000
-0.26432,-0.79456,0.00000
-0.22045,0.78868,1.00000
0.17751,-0.38152,0.00000
0.13548,-0.59329,1.00000
0.58202,-0.67850,0.00000
-0.11735,-0.80641,0.00000
-0.13904,0.87258,1.00000
-0.72196,-0.12271,0.00000
-0.64048,0.61754,1.00000
0.77101,0.04957,1.00000
0.48673,-0.05849,0.00000
0.92555,-0.04446,0.00000
-0.05340,0.80105,1.00000
-0.38485,0.81790,1.00000
0.72211,0.27825,1.00000
-0.69850,0.50460,1.00000
-0.18093,-0.74412,0.00000
0.73090,-0.15472,1.00000
0.86253,-0.37096,0.00000
0.51856,0.67980,1.00000
0.33372,-0.03366,1.00000
0.27155,-0.58763,1.00000
0.10419,-0.21949,1.00000
0.54123,0.15641,0.00000
0.30422,0.14405,1.00000
-0.58547,0.64866,1.00000
-0.67669,0.28947,0.00000
0.37659,0.47114,0.00000
0.02225,-0.76593,0.00000
-0.09417,0.81339,1.00000
-0.15776,-0.32519,0.00000
-0.73063,-0.13543,0.00000
0.05772,-0.12565,1.00000
0.56902,0.04623,0.00000
-0.00993,-0.18257,1.00000
-0.72054,-0.24063,0.00000
-0.20741,-0.81326,0.00000
-0.33266,-0.25166,0.00000
-0.16194,-0.50905,1.00000
0.51035,0.21464,0.00000
-0.82772,0.40884,1.00000
0.31598,0.42977,0.00000
-0.25352,-0.24757,0.00000
-0.25581,-0.21121,0.00000
-0.11228,-0.51501,1.00000
0.63316,0.50167,1.00000
0.24970,-0.61490,1.00000
-0.08337,-0.34502,0.00000
0.17786,-0.21544,1.00000
0.54051,0.62782,1.00000
-0.43224,0.15917,1.00000
0.56335,-0.30346,1.00000
-0.01316,0.61257,0.00000
-0.57929,0.65162,1.00000
0.25812,0.52868,0.00000
-0.44205,0.19904,1.00000
0.75276,-0.05586,1.00000
0.31809,0.02561,1.00000
-0.56555,0.52401,0.00000
-0.02501,-0.20806,1.00000
-0.76118,0.12089,0.00000
0.59318,-0.67615,0.00000
0.49347,-0.78334,0.00000
-0.00294,-0.23629,1.00000
-0.67508,-0.42887,0.00000
0.94440,-0.27276,0.00000
-0.74305,0.45733,1.00000
0.94195,-0.12023,0.00000
0.00205,-0.23388,1.00000
0.47408,0.69239,1.00000
0.83902,-0.39424,0.00000
0.65337,-0.58572,0.00000
-0.64178,-0.41889,0.00000
-0.12046,-0.39633,0.00000
-0.14958,0.42891,1.00000
0.42056,-0.25482,0.00000
0.49312,0.38682,0.00000
0.20816,-0.31377,0.00000
0.32940,-0.55197,1.00000
0.86132,-0.37019,0.00000
0.02837,-0.90800,0.00000
-0.36378,0.76077,1.00000
0.93170,-0.19959,0.00000
-0.33424,-0.13352,0.00000
-0.41307,0.56626,0.00000
0.41109,0.33532,0.00000
-0.66437,-0.44522,0.00000
-0.34893,-0.50312,1.00000
0.03962,-0.43887,0.00000
-0.88915,0.27729,1.00000
0.27784,0.47727,0.00000
0.02018,0.79600,1.00000
-0.28945,0.82227,1.00000
0.14409,-0.90530,0.00000
0.44518,-0.75997,0.00000
0.26664,0.27492,1.00000
-0.42948,-0.67263,0.00000
-0.71342,0.16561,0.00000
-0.70098,0.23289,0.00000
-0.49330,0.09037,1.00000
-0.19321,-0.62091,1.00000
0.43773,-0.18397,0.00000
0.15595,0.57127,0.00000
0.70479,0.00982,1.00000
0.63293,-0.24145,1.00000
0.55421,-0.69947,0.00000
0.93191,-0.14383,0.00000
-0.21989,0.79595,1.00000
-0.04191,0.66070,0.00000
